,Unnamed: 0,address,description,postal_code,lat,lon,square_lat,square_lon
201,201,"107 NORTH BRIDGE ROAD, FUNAN MALL, #03-19/20","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",179105,1.29124400033468,103.849984794935,4,14
202,202,"1 DEPOT CLOSE, HP ENTERPRISE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",109841,1.28243134568209,103.805032356604,3,12
203,203,"101 THOMSON ROAD, UNITED SQUARE, #B1-56D/E","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",307591,1.31733462987407,103.843463185977,5,14
204,204,"105 CANBERRA ST, EAST BROOK @ CANBERRA, #02-05","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",750105,1.44885564521184,103.832409180973,11,13
205,205,365 COMMONWEALTH AVE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",149732,1.29915022797049,103.80130510766,4,11
206,206,400 LENGKOK BAHRU,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",159049,1.28978711891653,103.81444834816,4,12
207,207,"1 JURONG WEST CENTRAL, JURONG POINT, #02-05","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648886,1.3398301525794,103.70646088413,6,6
208,208,"90 HOUGANG AVENUE 10, HOUGANG MALL, #04-15","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",538766,1.37231185642959,103.89366161203,8,17
209,209,"1 JURONG WEST CENTRAL 2, JURONG POINT, #03-37","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648886,1.3398301525794,103.70646088413,6,6
210,210,"33 SENGKANG WEST AVE, SELETAR MALL, #03-25","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",797653,1.39139305815613,103.876067657689,9,16
211,211,"176 ORCHARD ROAD, THE CENTREPOINT, #03-31","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238843,1.30197836640112,103.839759027803,4,14
212,212,"23 SERANGOON CENTRAL, NEX MALL, #03-33/34","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",556083,1.35043817177432,103.87170454945,6,15
213,213,"31B EXETER ROAD, COMCENTRE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",239733,1.29897549945424,103.83840640501,4,13
214,214,"1 JELEBU ROAD, BUKIT PANJANG PLAZA, #04-03","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",677743,1.38051732815914,103.763961852618,8,9
215,215,"450 TELOK BLANGAH STREET 31, TELOK BLANGAH CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",108943,1.27486265663736,103.807875435609,3,12
216,216,"27 SCIENCE DRIVE 1, KENT RIDGE CAMPUS, OUTSIDE LT27 AND LT29 STUDENT SPACE, LEVEL 1","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",117541,1.29546718054057,103.779773956451,4,10
217,217,"12 KENT RIDGE CRES, KENT RIDGE CAMPUS, CENTRAL LIBRARY FORUM SPACE, LEVEL 1","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",119275,1.29672886339029,103.773151759339,4,10
218,218,"2 COLLEGE AVE WEST, UTOWN - STEPHEN RIADY CENTRE, LEVEL 1 IN FRONT OF WAACOW RESTAURANT","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",138607,1.30477687700985,103.772396246249,4,10
219,219,300 WHAMPOA DRIVE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",327737,1.32463959408329,103.856979169641,5,14
220,220,6 POTONG PASIR AVENUE 2,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",358361,1.33253591154285,103.86703683934,6,15
221,221,"11 BEDOK NORTH STREET 1, MAIN ATRIUM","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",469662,1.32698498848449,103.931620621577,5,19
222,222,1 TAMPINES WALK,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",528523,1.35349615471813,103.939683594446,7,19
223,223,25 INTERNATIONAL BUSINESS PARK,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",609916,1.32519950719568,103.746377198218,5,8
224,224,12 MARINA BOULEVARD,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",18982,1.27910566824918,103.854297426525,3,14
225,225,"8A MARINA BOULEVARD, #B2-10","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",18984,1.28023825346251,103.853369669154,3,14
226,226,18 CROSS STREET,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",48423,1.28351521183249,103.846878912631,3,14
227,227,"1 RAFFLES QUAY, #B2","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",48583,1.28089477091411,103.851677108516,3,14
228,228,"50 JURONG GATEWAY ROAD, JEM, #04-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",608549,1.33320021038331,103.743170436292,6,8
229,229,"BLK 785E WOODLANDS RISE, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,735785,1.44679887813048,103.805489778956,11,12
230,230,"876 WOODLANDS STREET 83, WOODLANDS ZONE 3 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730876,1.44479629224386,103.790602762447,11,11
231,231,"1 WOODLANDS STREET 81, WOODLANDS CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738526,1.43973033862036,103.788235404817,11,11
232,232,"1 WOODLANDS STREET 31, FUCHUN CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738581,1.42952981919595,103.774811855067,10,10
233,233,"31 WOODLANDS AVENUE 6, WOODLANDS GALAXY CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738991,1.43904160690114,103.802610984283,11,11
234,234,"120 WOODLANDS AVENUE 1, ACE THE PLACE CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",739069,1.42749277602918,103.792240772323,10,11
235,235,"1 NORTHPOINT DRIVE NEE SOON CENTRAL COMMUNITY CLUB, NEE SOON CENTRAL CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",768019,1.42803584532257,103.836092102185,10,13
236,236,"30 YISHUN STREET 81, NEE SOON SOUTH CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",768455,1.4151749664221,103.834693130803,10,13
237,237,"1 YISHUN AVENUE 9, NEE SOON EAST CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",768893,1.43102087212489,103.838488083545,10,13
238,238,"278 MARINE PARADE ROAD, MARINE PARADE CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",449282,1.30482859822658,103.9095452826,4,17
239,239,"10 SIMEI AVE, ITE COLLEGE EAST, #B1-14","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",486047,1.33455404275229,103.954985037641,6,20
240,240,"21 TAMPINES AVENUE 1, TEMASEK POLYTECHHIC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",529757,1.34793947802841,103.928839989349,6,18
241,241,"3 TEMASEK BOULEVARD, SUNTEC CITY MALL, #01-634","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",38983,1.29487904117328,103.857675497949,4,15
242,242,"750B CHAI CHEE ROAD #01-01 TO 06, TO 12, #02-02 TO 06 BUSINESS PARK, #01-09","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",469002,1.32315929186444,103.920979982361,5,18
243,243,"10 ANSON ROAD, INTERNATIONAL PLAZA, #36-05","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",79903,1.27573568080889,103.845703220386,3,14
244,244,"10 DOVER DRIVE, SIT @ DOVER","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",138683,1.3010087280189,103.780125253594,4,10
245,245,"1 ROCHOR CANAL RD, SIM LIM SQUARE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",188504,1.30302298258031,103.852875624824,4,14
246,246,"2 HANDY RD, THE CATHAY","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",229233,1.29918373003642,103.847789789234,4,14
247,247,2 ANG MO KIO DRIVE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",567720,1.37789203173292,103.856411986641,8,14
248,248,"293 HOLLAND ROAD, JELITA SHOPPING CENTRE, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,278628,1.31756196654772,103.785840623813,5,11
249,249,"101 THOMSON ROAD, UNITED SQUARE, #B1-29",Bin collection; E-waste accepted: Batteries and Lamps only,307591,1.31733462987407,103.843463185977,5,14
250,250,"230 VICTORIA STREET, BUGIS JUNCTION, #B1-17",Bin collection; E-waste accepted: Batteries and Lamps only,188021,1.299112870967,103.855411182582,4,14
251,251,"1 FIFTH AVENUE, GUTHRIE HOUSE, #01-05",Bin collection; E-waste accepted: Batteries and Lamps only,268802,1.33081740087425,103.795692355521,6,11
252,252,"1 STAMFORD ROAD, RAFFLES CITY SHOPPING CENTRE, #B1-01",Bin collection; E-waste accepted: Batteries and Lamps only,179103,1.29376027875418,103.852768332387,4,14
253,253,"501 BUKIT TIMAH ROAD, CLUNY COURT, #01-02",Bin collection; E-waste accepted: Batteries and Lamps only,259760,1.32257316960795,103.814245550689,5,12
254,254,"154 WEST COAST ROAD, WEST COAST PLAZA, #B1-19",Bin collection; E-waste accepted: Batteries and Lamps only,127371,1.30358268148237,103.765284520206,4,9
255,255,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #B1-18",Bin collection; E-waste accepted: Batteries and Lamps only,237994,1.29380234644511,103.83175791999,4,13
256,256,"1 VISTA EXCHANGE GREEN, THE STAR VISTA, #B1-02",Bin collection; E-waste accepted: Batteries and Lamps only,138617,1.3068488176344,103.788214531337,4,11
257,257,"4 HILLVIEW RISE, HILLVIEW MARKET PLACE, #02-07",Bin collection; E-waste accepted: Batteries and Lamps only,667979,1.36267450617912,103.764172923137,7,9
258,258,"12  KALLANG AVE, APERIA, #01-47",Bin collection; E-waste accepted: Batteries and Lamps only,339511,1.30974241289377,103.864101648717,4,15
259,259,"1 SENGKANG SQUARE, COMPASS ONE, #B1-25",Bin collection; E-waste accepted: Batteries and Lamps only,545078,1.39209415018227,103.894980032554,9,17
260,260,"1 FUSIONOPOLIS WAY, ONE NORTH, #B2-03",Bin collection; E-waste accepted: Batteries and Lamps only,138632,1.29929405573076,103.787404060926,4,11
261,261,"930 YISHUN AVENUE 2, NORTHPOINT CITY, SOUTH WING, #B1-136/138","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",769098,1.42969847969486,103.835776496688,10,13
262,262,"1 HARBOURFRONT WALK, VIVOCITY, #2-07","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",98585,1.2638958023183,103.821589254908,2,13
263,263,"1 HARBOURFRONT WALK, VIVOCITY, #B2-23","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",98585,1.2638958023183,103.821589254908,2,13
264,264,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #04-46/47/48/49","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",129588,1.31485321802259,103.764248205662,5,9
265,265,"9 WOODLANDS AVENUE 9, REPUBLIC POLYTECHNIC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738964,1.44627224974557,103.783228728956,11,10
266,266,"598 YISHUN RING RD, WISTERIA MALL","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",768698,1.41799925556566,103.841236459776,10,14
267,267,"681 PUNGGOL DRIVE, OASIS TERRACES","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",820681,1.40287845319493,103.913195748836,9,18
268,268,"107 NORTH BRIDGE ROAD, FUNAN, #03-01","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",179105,1.29124400033468,103.849984794935,4,14
269,269,"228 ORCHARD ROAD, COURTS ORCHARD","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238853,1.30185487652123,103.83848662393,4,13
270,270,"205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",588181,1.34449154991689,103.774321072771,6,10
271,271,"451 CLEMENTI AVE 3, COURTS CLEMENTI, #01-309","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",120451,1.31248108236843,103.765476504358,5,9
272,272,"21 CHOA CHU KANG AVE 4, LOT ONE, #03-01","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",689812,1.38506835667563,103.744950384161,8,8
273,273,"2 BAYFRONT AVENUE, MBS, B2-06",Manned collection; E-waste accepted: ICT equipment and Batteries only,18972,1.28332249304312,103.857629113441,3,15
274,274,"270 ORCHARD ROAD, APPLE ORCHARD",Manned collection; E-waste accepted: ICT equipment and Batteries only,238857,1.30310525131104,103.836202012782,4,13
275,275,"78 AIRPORT BOULEVARD, JEWEL, #02-234",Manned collection; E-waste accepted: ICT equipment and Batteries only,819666,1.36034099671656,103.989077555194,7,22
276,276,146 TECK WHYE LANE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",680146,1.3811166761303,103.752527098063,8,9
277,277,"24 RAFFLES PLACE, CLIFFORD CENTRE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",48621,1.28385698132703,103.852128172968,3,14
278,278,"611 WOODLANDS RING ROAD, WOODLANDS ZONE 7 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730611,1.43542608539826,103.796998851606,11,11
279,279,"638 WOODLANDS RING ROAD, WOODLANDS ZONE 8 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730638,1.43671737846592,103.803192516442,11,11
280,280,"656 WOODLANDS RING ROAD, WOODLANDS ZONE 9 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730656,1.43698595559977,103.799117869578,11,11
281,281,"846 WOODLANDS AVENUE 4, WOODLANDS ZONE 2 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730846,1.44330259673776,103.793474578196,11,11
282,282,"862 WOODLANDS STREET 83, WOODLANDS ZONE 4 RN, #01-184","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730862,1.43995507442934,103.795048911761,11,11
283,283,"302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #3-19","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",168732,1.28646345318688,103.826935084287,3,13
284,284,"68 ORCHARD ROAD, PLAZA SINGAPURA, #3-39","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238839,1.30074770847155,103.845047580881,4,14
285,285,"68 ORCHARD ROAD, PLAZA SINGAPURA, #1-36","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238839,1.30074770847155,103.845047580881,4,14
286,286,135 JURONG GATEWAY ROAD,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",600135,1.33375343199036,103.739371389964,6,8
287,287,"2 JURONG EAST STREET 21, IMM, #3-33","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",609601,1.33489843717476,103.7467344968,6,8
288,288,"63 JURONG WEST CENTRAL 3, JURONG POINT, #B1-92","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648331,1.33931503396417,103.705351000578,6,6
289,289,"63 JURONG WEST CENTRAL 3, JURONG POINT, #03-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648331,1.33931503396417,103.705351000578,6,6
290,290,"1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-94","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648886,1.3398301525794,103.70646088413,6,6
291,291,"6 RAFFLES BOULEVARD, MARINA SQUARE, #03 - 223 / 232","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",39594,1.29145525906521,103.857007341008,4,14
292,292,"109 NORTH BRIDGE ROAD, FUNAN, #3-16","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",179097,1.29114627294634,103.849834212162,4,14
293,293,"200 VICTORIA STREET, BUGIS JUNCTION, #3-10E","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",188021,1.299112870967,103.855411182582,4,14
294,294,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #07-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",237994,1.29380234644511,103.83175791999,4,13
295,295,"80 MARINE PARADE ROAD, PARKWAY PARADE, #02-34","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",449269,1.30119130748691,103.905113592255,4,17
296,296,"10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER(PLQ), #4-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",409057,1.31752384126856,103.892724434212,5,16
297,297,"80 MARINE PARADE RD, PARKWAY PARADE, #3-28","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",449269,1.30119130748691,103.905113592255,4,17
298,298,510 TAMPINES CENTRAL 1,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",520510,1.35480107846676,103.944458093925,7,19
299,299,"4 TAMPINES CENTRAL 5, TAMPINES CENTRAL, #2-27","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",529510,1.35267231590699,103.944387987324,7,19
300,300,"10 TAMPINES CENTRAL 1, TAMPINES 1, #4-25","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",529536,1.35431555986081,103.945019461564,7,19
301,301,"10 TAMPINES CENTRAL 1, TAMPINES 1, #B1-09","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",529536,1.35431555986081,103.945019461564,7,19
302,302,475 CHOA CHU KANG AVENUE 3,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",680475,1.3780561421762,103.738931802142,8,8
303,303,"2 CHOA CHU KANG LOOP, KEAT HONG CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",689687,1.38406515926541,103.744923812722,8,8
304,304,180 KITCHENER ROAD,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",208539,1.31130516479714,103.856421771906,5,14
305,305,1 SENGKANG SQUARE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",545078,1.39209415018227,103.894980032554,9,17
306,306,"900 SOUTH WOODLANDS DRIVE, WOODLANDS CIVIC CENTRE, #B1-01",Bin collection; E-waste accepted: Batteries and Lamps only,730900,1.43507788583776,103.786619621971,11,11
307,307,"BLK 888 WOODLANDS DR 50, #01-757",Bin collection; E-waste accepted: Batteries and Lamps only,730888,1.43767919710846,103.795136736247,11,11
308,308,"BLK 676 WOODLANDS DR 71, KAMPUND ADMIRALTY, #B1-02",Bin collection; E-waste accepted: Batteries and Lamps only,730676,1.43977701137209,103.800573465174,11,11
309,309,"71 WOODLANDS AVE 3, MARSLING MRT, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,739044,1.43262603029887,103.774051203192,11,10
310,310,"BLK 712 ANG MO KIO AVE 6, BLK 712 ANG MO KIO, #01-4056",Bin collection; E-waste accepted: Batteries and Lamps only,560712,1.37140920643065,103.847082884002,8,14
311,311,"BLK 510 BISHAN ST 13, #01-520",Bin collection; E-waste accepted: Batteries and Lamps only,570510,1.34888843913816,103.849691988212,6,14
312,312,"880 TAMPINES AVENUE 8, TAMPINES SPRING RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",520880,1.35132607390816,103.931478811435,7,19
313,313,"124 TAMPINES STREET 11, TAMPINES CHANGKAT ZONE 5 RC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",521124,1.34518427892421,103.949793334969,6,20
314,314,"ANG MO KIO AVENUE 8, NANYANG POLYTECHNIC, BLOCK E (NORTH CANTEEN)","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",569830,1.38034090667762,103.848083335838,8,14
315,315,"301 UPPER THOMSON ROAD, THOMSON PLAZA","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",574408,1.3546690188205,103.83091978573,7,13
316,316,"535 CLEMENTI ROAD, NGEE ANN POLYCLINIC, BLK 22","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",599489,1.3327625965271,103.771562462036,6,10
317,317,"1 CLUNY ROAD, NATIONAL PARKS BOARD HQ, SINGAPORE BOTANIC GARDENS","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",259569,1.31347941588508,103.813180045951,5,12
318,318,"7 JURONG WEST AVE 5, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,649486,1.34878489184957,103.703415660179,6,6
319,319,"200 WOODLANDS INDUSTRIAL PARK E7, #01-30",Bin collection; E-waste accepted: Batteries and Lamps only,757177,1.45074972447127,103.796846522878,11,11
320,320,"BLK 88 TANGLIN HALT ROAD, #01-10",Bin collection; E-waste accepted: Batteries and Lamps only,141088,1.30203801734289,103.798021748872,4,11
321,321,"19 SERANGOON NORTH AVE 5, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,554913,1.37563499622553,103.871996421774,8,15
322,322,"3 YUAN CHING RD, #01-01A/02",Bin collection; E-waste accepted: Batteries and Lamps only,618642,1.32546807053288,103.725221540647,5,7
323,323,"BLK 301 WOODLANDS ST 31, #01-217",Bin collection; E-waste accepted: Batteries and Lamps only,730301,1.43150526507051,103.773515660456,10,10
324,324,"BLK 61 TEBAN GARDENS RD, #01-21",Bin collection; E-waste accepted: Batteries and Lamps only,600061,1.32213635836523,103.738292805557,5,8
325,325,"BLK 52 CHIN SWEE RD, #01-25",Bin collection; E-waste accepted: Batteries and Lamps only,160052,1.28708277772418,103.841580116173,3,14
326,326,40 SCOTTS ROAD,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",228231,1.31056745258169,103.83610405607,5,13
327,327,180 BEDOK RESERVOIR ROAD,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",479220,1.33255277788544,103.91514355252,6,18
328,328,2 TAMPINES STREET 41,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",529204,1.35736478775974,103.946602685067,7,19
329,329,13 TAMPINES STREET 11,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",529453,1.3458133461735,103.947687834643,6,20
330,330,207 HOUGANG STREET 21,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",530207,1.35779860505296,103.886092082636,7,16
331,331,"391A ORCHARD ROAD, NGEE ANN CITY TOWER A","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238873,1.30242416552881,103.834676129269,4,13
332,332,"BLK 628 SENJA RD, SENJA GRAND, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,670628,1.38509602280679,103.760218442452,8,9
333,333,"BLK 140 TECK WHYE LANE, #01-351",Bin collection; E-waste accepted: Batteries and Lamps only,680140,1.38003057945933,103.753118413925,8,9
334,334,"10 BUKIT BATOK CENTRAL, #01-08",Bin collection; E-waste accepted: Batteries and Lamps only,659958,1.34871080233675,103.749334517405,6,8
335,335,"BLK 345 JURONG EAST ST 31, #01-29",Bin collection; E-waste accepted: Batteries and Lamps only,600345,1.34551209415107,103.731219147651,6,7
336,336,"9 BISHAN PLACE, JUNCTION 8 SHOPPING CENTRE, #B1-01",Bin collection; E-waste accepted: Batteries and Lamps only,579837,1.35017242685302,103.848430082687,6,14
337,337,"NO. 1 JELEBU RD, BUKIT PANJANG PLAZA, #01-15 & #02-20",Bin collection; E-waste accepted: Batteries and Lamps only,677743,1.38051732815914,103.763961852618,8,9
338,338,"61 CHOA CHU KANG DR, YEW TEE MRT STATION, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,689715,1.39712886014404,103.747329719197,9,8
339,339,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #B1-12",Bin collection; E-waste accepted: Batteries and Lamps only,129588,1.31485321802259,103.764248205662,5,9
340,340,"1 MAJU AVE, SERANGOON GARDEN VILLAGE, #B1-11",Bin collection; E-waste accepted: Batteries and Lamps only,556679,1.36516070778275,103.865041855148,7,15
341,341,"NO. 1 JLN ANAK BUKIT, BUKIT TIMAH PLAZA, #B1-01 & #B2-01",Bin collection; E-waste accepted: Batteries and Lamps only,588996,1.33865676913061,103.778560470199,6,10
342,342,"301 UPPER THOMSON RD, THOMSON PLAZA, #03-37/38",Bin collection; E-waste accepted: Batteries and Lamps only,574408,1.3546690188205,103.83091978573,7,13
343,343,"5 STADIUM WALK, KALLANG LIESURE PARK, #B1-01",Bin collection; E-waste accepted: Batteries and Lamps only,397693,1.30222177114752,103.876152670397,4,16
344,344,"720  CLEMENTI WEST ST 2, #01-144","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",120720,1.30246408379367,103.763750976116,4,9
345,345,"451 BUKIT BATOK WEST AVENUE 6, #01-10","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",650451,1.35303717544773,103.74394257144,7,8
346,346,"118 ALJUNIED AVE 2, #01-100","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",380118,1.32000040191606,103.887363067673,5,16
347,347,"209 NEW UPPER CHANGI RD, #01-631","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",460209,1.32463572606471,103.931068835678,5,19
348,348,10 SERANGOON NORTH AVENUE 2,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",555877,1.37005486240283,103.873927617452,7,15
349,349,50 ANG MO KIO STREET 61,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",569163,1.38151727157775,103.841428124035,8,14
350,350,ANG MO KIO AVENUE 10,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",569734,1.36308867917974,103.853536076665,7,14
351,351,ANG MO KIO AVENUE 4,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",569897,1.37300749906274,103.83761242449,8,13
352,352,ANG MO KIO AVENUE 1,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",569976,1.36683348076669,103.840668130336,7,14
353,353,"200 TURF CLUB ROAD DBS THE GRANDSTAND, THE GRANDSTAND (TURF CITY)","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",287994,1.33899462699318,103.793133806944,6,11
354,354,"AH HOOD ROAD, ZHONGSHAN MALL","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",329984,1.32702990626384,103.846490874615,5,14
355,355,"565 PASIR RIS ST 51, REPAIR KOPITIAM","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",510565,1.36882713078143,103.950296247759,7,20
356,356,"285 TAMPINES STREET 22, TAMPINES CHANGKAT ZONE 4 RC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",520285,1.35001073882934,103.952816065919,6,20
357,357,"364 TAMPINES STREET 34, TAMPINES CHANGKAT ZONE 8 RC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",520364,1.35693800555856,103.959873499831,7,20
358,358,"430 TAMPINES STREET 41, TAMPINES NORTH ZONE 3 RC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",520430,1.35955258017468,103.950148200773,7,20
359,359,"730 TAMPINES STREET 71, TAMPINES COURTVIEW RC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",520730,1.35670605826191,103.933499184206,7,19
360,360,"736 TAMPINES STREET 72, TAMPINES GREENVALE RC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",520736,1.35904159378304,103.934383364035,7,19
361,361,"842 TAMPINES STREET 82, TAMPINES VILLE RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",520842,1.35173850438617,103.935952394886,7,19
362,362,"ANG MO KIO DRIVE, #A1-12","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",567720,1.37789203173292,103.856411986641,8,14
